,Date,Close,High,Low,Open,Volume
65,2024-12-31,250.1449737548828,253.00183336212825,249.15605553782555,252.16275955239965,39480700
66,2025-01-02,243.5821990966797,248.826433311358,241.5544297530332,248.65660659999048,55740700
67,2025-01-03,243.0927276611328,243.911819160746,241.624340886356,243.0927276611328,40244100
68,2025-01-06,244.73092651367188,247.0583693989477,242.93290033169583,244.04168187374515,45045600
69,2025-01-07,241.94400024414065,245.28032844029428,241.08494412707995,242.71314361950863,40856000
70,2025-01-08,242.43344116210935,243.44234164075263,239.78635773622744,241.6542990502637,37628900
71,2025-01-10,236.58987426757807,239.8962364632009,232.74409661721964,239.7463920626497,61710900
72,2025-01-13,234.1425628662109,234.4122706050548,229.46771001708316,233.27352322575203,49630700
73,2025-01-14,233.02378845214844,235.8606656353981,232.21468051006943,234.49217517741417,39435300
74,2025-01-15,237.60874938964844,238.6975638581554,234.17252500331003,234.38230107288464,39832000
75,2025-01-16,228.00930786132807,237.74859991927727,227.7795647267042,237.089336348529,71759100
76,2025-01-17,229.7274169921875,232.03487756377,228.22906438809176,231.86506609768284,68488300
77,2025-01-21,222.39547729492188,224.17352112887505,219.13906319002533,223.75398423747347,98070400
78,2025-01-22,223.58416748046875,223.87384226456612,219.54859611049605,219.54859611049605,64126500
79,2025-01-23,223.41436767578125,226.78066167492807,222.0558606945357,224.493183388126,60234800
80,2025-01-24,222.5353240966797,225.38220009721184,221.16683361690275,224.53312753788663,54697900
81,2025-01-27,229.6075439453125,231.89502211760887,223.73399710835045,223.7739617116392,94863400
82,2025-01-28,237.99832153320312,239.9262098046868,230.55650666713984,230.59647127201652,75707600
83,2025-01-29,239.0971221923828,239.5965730646729,233.75299176206667,233.8628715636517,45486100
84,2025-01-30,237.3290557861328,240.52553823889048,236.94948349745044,238.40787147181928,55658300
85,2025-01-31,235.7408142089844,246.9185272875337,233.1836281545949,246.9185272875337,101075100
86,2025-02-03,227.75958251953125,231.5753945205246,225.45212191586603,229.73741895869952,73063300
87,2025-02-04,232.54432678222656,232.87396618357337,226.40107197135944,227.00041910872287,45067300
88,2025-02-05,232.21469116210935,232.4144684638066,228.0193068583431,228.2790158263464,39620300
89,2025-02-06,232.9638671875,233.54323203112875,230.1769227714588,231.0359788855247,29925300
90,2025-02-07,227.3800048828125,233.74300400322835,227.0104008794231,232.3445476829273,39707200
91,2025-02-10,227.6499938964844,230.58999633789065,227.1999969482422,229.57000732421875,33115600
92,2025-02-11,232.6199951171875,235.22999572753903,228.1300048828125,228.1999969482422,53718400
93,2025-02-12,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300
94,2025-02-13,241.52999877929688,242.33999633789065,235.57000732421875,236.91000366210935,53614100
95,2025-02-14,244.6000061035156,245.5500030517578,240.9900054931641,241.25,40896200
96,2025-02-18,244.47000122070312,245.17999267578125,241.83999633789065,244.1499938964844,48822500
97,2025-02-19,244.8699951171875,246.00999450683597,243.16000366210935,244.66000366210935,32204200
98,2025-02-20,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900
99,2025-02-21,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400
100,2025-02-24,247.1000061035156,248.8600006103516,244.4199981689453,244.92999267578125,51326400
101,2025-02-25,247.0399932861328,250.0,244.91000366210935,248.0,48013300
102,2025-02-26,240.3600006103516,244.97999572753903,239.1300048828125,244.3300018310547,44433600
103,2025-02-27,237.3000030517578,242.4600067138672,237.05999755859372,239.41000366210935,41153600
104,2025-02-28,241.83999633789065,242.08999633789065,230.1999969482422,236.9499969482422,56833400
105,2025-03-03,238.02999877929688,244.02999877929688,236.1100006103516,241.7899932861328,47184000
106,2025-03-04,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100
107,2025-03-05,235.7400054931641,236.5500030517578,229.22999572753903,235.4199981689453,47227600
108,2025-03-06,235.3300018310547,237.8600006103516,233.16000366210935,234.44000244140625,45170400
109,2025-03-07,239.07000732421875,241.3699951171875,234.75999450683597,235.1100006103516,46273600
110,2025-03-10,227.47999572753903,236.16000366210935,224.22000122070312,235.5399932861328,72071200
111,2025-03-11,220.83999633789065,225.83999633789065,217.4499969482422,223.80999755859372,76137400
112,2025-03-12,216.97999572753903,221.75,214.91000366210935,220.13999938964844,62547500
113,2025-03-13,209.67999267578125,216.83999633789065,208.4199981689453,215.9499969482422,61368300
114,2025-03-14,213.4900054931641,213.9499969482422,209.5800018310547,211.25,60107600
115,2025-03-17,214.0,215.22000122070312,209.97000122070312,213.30999755859372,48073400
116,2025-03-18,212.69000244140625,215.1499938964844,211.4900054931641,214.16000366210935,42432400
117,2025-03-19,215.2400054931641,218.75999450683597,213.75,214.22000122070312,54385400
118,2025-03-20,214.1000061035156,217.4900054931641,212.22000122070312,213.9900054931641,48862900
119,2025-03-21,218.2700042724609,218.83999633789065,211.27999877929688,211.55999755859372,94127800
120,2025-03-24,220.72999572753903,221.47999572753903,218.5800018310547,221.0,44299500
121,2025-03-25,223.75,224.1000061035156,220.0800018310547,220.80999755859372,34299912
