Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Close,High,Low,Open,Volume
53,53,53,53,53,53,2024-12-11,105.44227600097656,105.791223003272,103.51807383806266,103.9567468096023,258400
54,54,54,54,54,54,2024-12-12,104.7543487548828,106.68852304747496,104.65465069584158,104.71446800997144,150500
55,55,55,55,55,55,2024-12-13,104.1362075805664,104.93380725789544,103.35855207873142,104.6347054772785,160400
56,56,56,56,56,56,2024-12-16,104.71446990966795,105.98065886253288,103.79723557948952,103.79723557948952,181900
57,57,57,57,57,57,2024-12-17,103.37849426269533,104.87398792402172,103.10930114403106,104.09633243716785,203600
58,58,58,58,58,58,2024-12-18,99.30078125,106.87794789197662,98.8421640897368,103.6078028490743,425300
59,59,59,59,59,59,2024-12-19,99.79927825927734,101.13525658932896,98.98174200589328,99.65969945551475,449400
60,60,60,60,60,60,2024-12-20,101.35459899902344,102.38150347949248,98.45333750350852,99.17117571297509,617200
61,61,61,61,61,61,2024-12-23,100.70655059814452,101.3745359765683,99.79928074461937,100.50714686889336,339500
62,62,62,62,62,62,2024-12-24,101.87303161621094,102.26185937147906,100.75639357675092,100.75639357675092,183000
63,63,63,63,63,63,2024-12-26,102.66065979003906,103.42834321701972,101.29477279177809,101.77333412750744,258000
64,64,64,64,64,64,2024-12-27,101.76335906982422,102.43134441758907,100.65669314431568,101.7234783258044,231200
65,65,65,65,65,65,2024-12-30,101.07543182373048,101.7334527051692,99.54005737351449,101.165165401415,135700
66,66,66,66,66,66,2024-12-31,101.8331527709961,102.26186127922207,101.0953779916564,102.04252098108677,157000
67,67,67,67,67,67,2025-01-02,99.54005432128906,102.7005367024948,96.78835146457888,102.7005367024948,547600
68,68,68,68,68,68,2025-01-03,100.44732666015624,100.75639292350034,99.55002892055728,99.7693692131786,199400
69,69,69,69,69,69,2025-01-06,99.56000518798828,100.76636924157584,99.43039846712296,99.91892429889567,214000
70,70,70,70,70,70,2025-01-07,99.82918548583984,100.67663799057924,99.06150207614589,99.77934026033849,362300
71,71,71,71,71,71,2025-01-08,99.22101593017578,99.7095493353514,98.20408358909668,99.5699705357224,233700
72,72,72,72,72,72,2025-01-10,95.93093872070312,97.34667095517013,95.5421109606238,97.26690946426297,297000
73,73,73,73,73,73,2025-01-13,97.36661529541016,97.4862499254983,95.0137045550004,95.0137045550004,243400
74,74,74,74,74,74,2025-01-14,101.1053466796875,101.25488996295589,98.17417662403972,98.17417662403972,308400
75,75,75,75,75,75,2025-01-15,103.46822357177734,105.18305757583154,102.69056805981656,103.59783789475372,246000
76,76,76,76,76,76,2025-01-16,106.32960510253906,107.0274991298684,103.19903885456282,103.19903885456282,357100
77,77,77,77,77,77,2025-01-17,107.29669189453124,108.38341367717432,106.78822190122035,107.61573024972203,186700
78,78,78,78,78,78,2025-01-21,108.43326568603516,108.8719386670414,107.98461301070978,108.56287240212065,216800
79,79,79,79,79,79,2025-01-22,109.33056640625,109.97860761079173,108.27374565368636,108.27374565368636,333800
80,80,80,80,80,80,2025-01-23,108.9118194580078,109.15110392753895,107.23686620366152,108.49308304603984,260300
81,81,81,81,81,81,2025-01-24,109.03146362304688,109.8888806378605,108.07434854740072,108.47314839720524,202600
82,82,82,82,82,82,2025-01-27,113.31855010986328,113.55782698013928,108.9816121480728,109.30065051059898,411000
83,83,83,83,83,83,2025-01-28,111.3345184326172,113.46808882215144,110.9357185939294,112.48106511641672,566700
84,84,84,84,84,84,2025-01-29,111.7632293701172,113.29860383840504,110.58677400384336,110.58677400384336,431700
85,85,85,85,85,85,2025-01-30,114.47505950927734,115.113136224228,112.6505553369305,113.43818294586396,398800
86,86,86,86,86,86,2025-01-31,104.37549591064452,112.41127986898051,104.29573441866476,106.34954339505944,1030000
87,87,87,87,87,87,2025-02-03,101.3246841430664,102.79026924001629,100.49718337954587,102.14222042488188,488700
88,88,88,88,88,88,2025-02-04,104.49512481689452,105.15314567996316,100.29777351398047,100.30774560155022,522800
89,89,89,89,89,89,2025-02-05,104.94377899169922,106.07038149613813,103.75735156745414,105.37248748568469,457000
90,90,90,90,90,90,2025-02-06,104.86402130126952,106.04047668041416,104.0564571161402,105.8011998119452,341100
91,91,91,91,91,91,2025-02-07,103.8371124267578,104.69452940953111,102.51110620846022,104.48516120766428,282500
92,92,92,92,92,92,2025-02-10,102.66065979003906,104.59483409583687,102.13225322768592,104.11627276010748,352800
93,93,93,93,93,93,2025-02-11,102.31171417236328,104.07639343356594,101.98270372496933,101.98270372496933,269300
94,94,94,94,94,94,2025-02-12,99.56000518798828,100.50714819337055,98.36361322261334,100.50714819337055,407100
95,95,95,95,95,95,2025-02-13,101.02999877929688,101.5500030517578,99.8499984741211,100.5,206000
96,96,96,96,96,96,2025-02-14,101.76000213623048,102.66999816894533,101.01000213623048,102.05999755859376,248000
97,97,97,97,97,97,2025-02-18,101.80999755859376,102.1999969482422,100.16000366210938,101.45999908447266,217600
98,98,98,98,98,98,2025-02-19,102.0500030517578,102.81999969482422,99.9800033569336,100.83000183105467,199300
99,99,99,99,99,99,2025-02-20,100.91999816894533,102.13999938964844,100.22000122070312,101.9000015258789,253900
100,100,100,100,100,100,2025-02-21,101.25,102.22000122070312,99.30999755859376,102.22000122070312,343300
101,101,101,101,101,101,2025-02-24,99.3499984741211,101.26000213623048,99.05999755859376,101.25,329800
102,102,102,102,102,102,2025-02-25,102.77999877929688,103.62000274658205,98.9000015258789,99.93000030517578,404000
103,103,103,103,103,103,2025-02-26,103.18000030517578,104.5,102.06999969482422,102.06999969482422,512500
104,104,104,104,104,104,2025-02-27,102.08999633789062,103.36000061035156,101.25,102.79000091552734,287200
105,105,105,105,105,105,2025-02-28,103.6500015258789,104.0999984741211,102.2699966430664,102.9499969482422,311600
106,106,106,106,106,106,2025-03-03,103.62000274658205,106.08000183105467,102.31999969482422,104.0,291100
107,107,107,107,107,107,2025-03-04,101.79000091552734,104.11000061035156,101.38999938964844,102.75,322800
108,108,108,108,108,108,2025-03-05,102.83999633789062,103.79000091552734,101.0500030517578,102.43000030517578,296400
109,109,109,109,109,109,2025-03-06,101.01000213623048,102.93000030517578,100.63999938964844,101.97000122070312,287300
110,110,110,110,110,110,2025-03-07,101.72000122070312,102.41000366210938,100.05999755859376,101.33999633789062,256900
111,111,111,111,111,111,2025-03-10,95.80999755859376,103.23999786376952,95.0,101.04000091552734,516400
112,112,112,112,112,112,2025-03-11,96.63999938964844,97.51000213623048,95.0999984741211,95.94000244140624,337500
113,113,113,113,113,113,2025-03-12,95.9800033569336,97.63999938964844,95.01000213623048,97.33999633789062,531700
114,114,114,114,114,114,2025-03-13,94.62999725341795,96.72000122070312,93.77999877929688,96.0199966430664,278200
115,115,115,115,115,115,2025-03-14,96.9499969482422,97.16000366210938,94.4499969482422,95.08999633789062,219300
116,116,116,116,116,116,2025-03-17,98.0,98.13999938964844,96.41999816894533,96.7300033569336,180300
117,117,117,117,117,117,2025-03-18,99.0199966430664,99.4800033569336,97.72000122070312,97.72000122070312,195300
118,118,118,118,118,118,2025-03-19,99.51000213623048,100.19000244140624,96.87999725341795,99.3499984741211,310300
119,119,119,119,119,119,2025-03-20,101.58000183105467,103.66999816894533,98.93000030517578,99.13999938964844,402600
120,120,120,120,120,120,2025-03-21,101.01000213623048,102.29000091552734,100.48999786376952,101.55999755859376,352600
121,121,121,121,121,121,2025-03-24,103.01000213623048,103.34500122070312,101.9000015258789,102.25,227554
