date,stock_ticker,issuerTradingSymbol,price,insider_name,insider_cik,relationship,transaction_type,shares,value,shares_total,xml_link
2025-02-18,META,META,719.0095,Zuckerberg Mark,1548760,,Sale,780,560827.41,5606,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,720.1317,Zuckerberg Mark,1548760,,Sale,1404,1011064.91,4202,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,721.5872,Zuckerberg Mark,1548760,,Sale,522,376668.52,3680,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,723.0668,Zuckerberg Mark,1548760,,Sale,407,294288.19,3273,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,723.9093,Zuckerberg Mark,1548760,,Sale,680,492258.32,2593,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,725.1156,Zuckerberg Mark,1548760,,Sale,461,334278.29,2132,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,726.3898,Zuckerberg Mark,1548760,,Sale,290,210653.04,1842,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,727.4525,Zuckerberg Mark,1548760,,Sale,294,213871.04,1548,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,728.3278,Zuckerberg Mark,1548760,,Sale,256,186451.92,1292,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,729.5928,Zuckerberg Mark,1548760,,Sale,119,86821.54,1173,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,730.9757,Zuckerberg Mark,1548760,,Sale,108,78945.38,1065,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
2025-02-18,META,META,732.6025,Zuckerberg Mark,1548760,,Sale,200,146520.5,865,https://www.sec.gov/Archives/edgar/data/1326801/000095010325002201/dp225093_4-zuckerberg0218.xml
